market_group,region,canonical_customer_code,budget_native,budget_eur_compare,actual_native,actual_rows,has_budget,has_actual,match_status,actual_cutoff_date
Core Markets,Benelux,23024,1169.9820000000002,1169.9820000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23029,2884.4684,2884.4684,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23031,1837.8459,1837.8459,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23035,4037.9658,4037.9658,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23037,874.3020000000001,874.3020000000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23038,3822.83287,3822.83287,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23040,470.0,470.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23041,750.0,750.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23043,2346.05632,2346.05632,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23047,2757.0664000000006,2757.0664000000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23048,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23049,3370.0799,3370.0799,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23051,3779.1600000000008,3779.1600000000008,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23056,5524.09,5524.09,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23058,5505.282200000001,5505.282200000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23061,4988.159,4988.159,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23062,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23063,602.3083000000001,602.3083000000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23064,4718.422500000001,4718.422500000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23067,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23068,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23069,2228.3327000000004,2228.3327000000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23078,1121.7030000000002,1121.7030000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23080,2488.699400000001,2488.699400000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23082,1401.6721800000005,1401.6721800000005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23083,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23084,2269.8192000000004,2269.8192000000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23085,1361.4436,1361.4436,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23086,1733.3422200000002,1733.3422200000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23087,560.7459,560.7459,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23088,6854.3200000000015,6854.3200000000015,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23090,0.0,0.0,1140.24,8,0,1,actual_only,2026-03-20
Core Markets,Benelux,23093,320.0,320.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23095,100.0,100.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23096,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23097,580.8024200000001,580.8024200000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23099,100.0,100.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23103,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23104,1479.17,1479.17,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23106,483.82400000000007,483.82400000000007,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23107,4037.254099999999,4037.254099999999,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23110,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,23111,4677.880900000001,4677.880900000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23112,450.0,450.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23115,750.0,750.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23116,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23117,350.0,350.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23118,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23119,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23120,2000.0,2000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23121,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,23122,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24000,5272.945020000001,5272.945020000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24002,2186.50541,2186.50541,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24003,50.0,50.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24007,2003.6285,2003.6285,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24009,4601.3349100000005,4601.3349100000005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24013,708.8814200000002,708.8814200000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24014,1583.2287100000003,1583.2287100000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24016,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,24017,648.58371,648.58371,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24022,1188.78498,1188.78498,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24025,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Benelux,24027,4815.234330000001,4815.234330000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24028,1009.56319,1009.56319,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24029,367.79538,367.79538,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24031,982.8763200000002,982.8763200000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24032,755.7549100000001,755.7549100000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24033,1029.48017,1029.48017,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,24034,6534.413600000001,6534.413600000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Benelux,26004,0.0,0.0,964.4100000000001,16,0,1,actual_only,2026-03-20
Core Markets,Benelux,26016,0.0,0.0,801.4399999999999,9,0,1,actual_only,2026-03-20
Core Markets,Benelux,36039,0.0,0.0,0.0,6,0,0,actual_only,2026-03-20
Core Markets,France,-25,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,France,-26,9000.0,9000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,23003,0.0,0.0,335.21999999999997,10,0,1,actual_only,2026-03-20
Core Markets,France,23005,0.0,0.0,2135.32,34,0,1,actual_only,2026-03-20
Core Markets,France,23006,0.0,0.0,1411.1499999999999,14,0,1,actual_only,2026-03-20
Core Markets,France,23011,0.0,0.0,3330.4,40,0,1,actual_only,2026-03-20
Core Markets,France,23020,0.0,0.0,1114.78,16,0,1,actual_only,2026-03-20
Core Markets,France,23029,0.0,0.0,1659.54,33,0,1,actual_only,2026-03-20
Core Markets,France,23031,0.0,0.0,1162.72,12,0,1,actual_only,2026-03-20
Core Markets,France,23035,0.0,0.0,2606.74,41,0,1,actual_only,2026-03-20
Core Markets,France,23049,0.0,0.0,537.54,6,0,1,actual_only,2026-03-20
Core Markets,France,23056,0.0,0.0,-220.68,1,0,1,actual_only,2026-03-20
Core Markets,France,23058,0.0,0.0,3144.58,35,0,1,actual_only,2026-03-20
Core Markets,France,23061,0.0,0.0,3263.09,29,0,1,actual_only,2026-03-20
Core Markets,France,23063,0.0,0.0,511.03999999999996,6,0,1,actual_only,2026-03-20
Core Markets,France,23064,0.0,0.0,-541.54,2,0,1,actual_only,2026-03-20
Core Markets,France,23080,0.0,0.0,1144.65,26,0,1,actual_only,2026-03-20
Core Markets,France,23084,0.0,0.0,1146.59,10,0,1,actual_only,2026-03-20
Core Markets,France,23087,0.0,0.0,1482.18,24,0,1,actual_only,2026-03-20
Core Markets,France,23088,0.0,0.0,2704.83,40,0,1,actual_only,2026-03-20
Core Markets,France,23107,0.0,0.0,2222.07,27,0,1,actual_only,2026-03-20
Core Markets,France,23111,0.0,0.0,2041.46,32,0,1,actual_only,2026-03-20
Core Markets,France,23115,0.0,0.0,344.82,8,0,1,actual_only,2026-03-20
Core Markets,France,27000,2000.0,2000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27001,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,France,27002,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27015,800.0,800.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27044,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27045,1500.0,1500.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27046,200.0,200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,27047,1000.0,1000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,France,30670,0.0,0.0,0.0,10,0,0,actual_only,2026-03-20
Core Markets,Germany,-25,0.0,0.0,0.0,0,0,0,actual_only,2026-03-20
Core Markets,Germany,-26,24000.0,24000.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20001,80.0,80.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20004,350.0,350.0,551.9,8,1,1,both,2026-03-20
Core Markets,Germany,20005,1869.7024800000004,1869.7024800000004,634.38,14,1,1,both,2026-03-20
Core Markets,Germany,20007,400.0,400.0,448.46000000000004,10,1,1,both,2026-03-20
Core Markets,Germany,20009,2968.9794,2968.9794,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20018,4789.4174,4789.4174,3676.32,68,1,1,both,2026-03-20
Core Markets,Germany,20022,2024.1749400000008,2024.1749400000008,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20024,2886.45336,2886.45336,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20035,775.17694,775.17694,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20069,2338.7257,2338.7257,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20070,3764.378,3764.378,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20073,150.0,150.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20079,180.0,180.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20080,646.0710600000001,646.0710600000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20093,632.8681200000001,632.8681200000001,372.59,8,1,1,both,2026-03-20
Core Markets,Germany,20097,2916.1394800000003,2916.1394800000003,0.0,2,1,0,budget_only,2026-03-20
Core Markets,Germany,20106,2053.37916,2053.37916,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20108,1277.8999300000005,1277.8999300000005,716.51,19,1,1,both,2026-03-20
Core Markets,Germany,20129,883.7845400000001,883.7845400000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20130,1114.66314,1114.66314,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20132,4803.865920000001,4803.865920000001,2876.39,45,1,1,both,2026-03-20
Core Markets,Germany,20134,150.0,150.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20136,100.0,100.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20142,6270.28902,6270.28902,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20145,800.0,800.0,1084.24,32,1,1,both,2026-03-20
Core Markets,Germany,20147,5115.2741000000005,5115.2741000000005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20148,7465.476670000001,7465.476670000001,0.0,4,1,0,budget_only,2026-03-20
Core Markets,Germany,20161,1698.0267600000004,1698.0267600000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20163,2177.4403700000003,2177.4403700000003,844.34,11,1,1,both,2026-03-20
Core Markets,Germany,20169,1731.3361200000004,1731.3361200000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20171,1037.45772,1037.45772,806.48,14,1,1,both,2026-03-20
Core Markets,Germany,20172,2049.8557100000007,2049.8557100000007,1172.97,16,1,1,both,2026-03-20
Core Markets,Germany,20173,1532.89487,1532.89487,374.23,17,1,1,both,2026-03-20
Core Markets,Germany,20188,480.24678000000006,480.24678000000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20198,454.39338,454.39338,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20201,633.10726,633.10726,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20206,6444.1124500000005,6444.1124500000005,1445.21,20,1,1,both,2026-03-20
Core Markets,Germany,20227,250.0,250.0,1023.56,26,1,1,both,2026-03-20
Core Markets,Germany,20232,541.41938,541.41938,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20245,21998.46915,21998.46915,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20251,772.1406000000002,772.1406000000002,289.1,5,1,1,both,2026-03-20
Core Markets,Germany,20253,201.79476,201.79476,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20255,2818.80108,2818.80108,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20263,4365.89318,4365.89318,3098.78,53,1,1,both,2026-03-20
Core Markets,Germany,20266,6531.94447,6531.94447,83.8,1,1,1,both,2026-03-20
Core Markets,Germany,20269,393.21018,393.21018,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20270,754.30548,754.30548,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20276,412.20644,412.20644,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20295,2868.68436,2868.68436,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20300,130.0,130.0,487.38,12,1,1,both,2026-03-20
Core Markets,Germany,20301,220.0,220.0,518.98,14,1,1,both,2026-03-20
Core Markets,Germany,20309,1826.6375800000003,1826.6375800000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20312,1352.6766000000002,1352.6766000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20313,1149.3212400000002,1149.3212400000002,918.54,23,1,1,both,2026-03-20
Core Markets,Germany,20317,2032.5955800000008,2032.5955800000008,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20331,781.7245600000001,781.7245600000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20332,425.96312,425.96312,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20333,510.0,510.0,2177.94,38,1,1,both,2026-03-20
Core Markets,Germany,20334,3588.43068,3588.43068,645.9200000000001,20,1,1,both,2026-03-20
Core Markets,Germany,20340,1683.4128100000005,1683.4128100000005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20345,6150.98708,6150.98708,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20346,1291.90248,1291.90248,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20347,828.1677599999999,828.1677599999999,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20349,1301.19918,1301.19918,877.65,22,1,1,both,2026-03-20
Core Markets,Germany,20351,105.96714,105.96714,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20353,90.0,90.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20364,390.0,390.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20370,3309.8662800000006,3309.8662800000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20371,740.15878,740.15878,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20376,797.7684600000001,797.7684600000001,613.45,9,1,1,both,2026-03-20
Core Markets,Germany,20386,290.0,290.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20395,4074.35994,4074.35994,648.9300000000001,40,1,1,both,2026-03-20
Core Markets,Germany,20413,440.0,440.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20414,1293.3528700000002,1293.3528700000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20417,734.27038,734.27038,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20433,3000.85673,3000.85673,466.62,5,1,1,both,2026-03-20
Core Markets,Germany,20434,2792.8615000000004,2792.8615000000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20441,787.4193600000001,787.4193600000001,889.83,17,1,1,both,2026-03-20
Core Markets,Germany,20444,490.0,490.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20445,3819.08148,3819.08148,187.73,5,1,1,both,2026-03-20
Core Markets,Germany,20448,2151.56991,2151.56991,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20454,1312.6406900000002,1312.6406900000002,406.58000000000004,14,1,1,both,2026-03-20
Core Markets,Germany,20472,456.4519,456.4519,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20475,55.864700000000006,55.864700000000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20503,70.0,70.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20505,210.0,210.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20507,1481.9749200000003,1481.9749200000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20509,2713.6328600000006,2713.6328600000006,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20511,524.91456,524.91456,774.45,15,1,1,both,2026-03-20
Core Markets,Germany,20513,130.0,130.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20517,400.0,400.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20519,2053.03792,2053.03792,1002.07,19,1,1,both,2026-03-20
Core Markets,Germany,20529,210.0,210.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20533,704.3868000000002,704.3868000000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20536,2076.73304,2076.73304,275.68,4,1,1,both,2026-03-20
Core Markets,Germany,20539,80.0,80.0,829.74,26,1,1,both,2026-03-20
Core Markets,Germany,20556,200.0,200.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20568,490.0,490.0,652.74,16,1,1,both,2026-03-20
Core Markets,Germany,20570,1112.9671400000004,1112.9671400000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20573,1994.78008,1994.78008,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20576,1243.31967,1243.31967,-343.07,1,1,1,both,2026-03-20
Core Markets,Germany,20577,340.0,340.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20590,1286.98319,1286.98319,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20592,70.0,70.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20598,7582.508990000001,7582.508990000001,2401.33,28,1,1,both,2026-03-20
Core Markets,Germany,20601,9924.3648,9924.3648,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20613,3710.6285800000014,3710.6285800000014,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20615,5090.644700000001,5090.644700000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20619,787.5005,787.5005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20635,600.18366,600.18366,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20636,210.0,210.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20645,661.99405,661.99405,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20646,1102.24524,1102.24524,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20653,150.0,150.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20668,2373.5030400000005,2373.5030400000005,1030.22,23,1,1,both,2026-03-20
Core Markets,Germany,20670,70.0,70.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20672,30.0,30.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20674,9705.19935,9705.19935,6591.6900000000005,55,1,1,both,2026-03-20
Core Markets,Germany,20679,3151.850640000001,3151.850640000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20688,210.0,210.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20693,759.7823900000002,759.7823900000002,413.71000000000004,15,1,1,both,2026-03-20
Core Markets,Germany,20696,1006.19055,1006.19055,243.45,9,1,1,both,2026-03-20
Core Markets,Germany,20697,1372.2890400000003,1372.2890400000003,-94.06,1,1,1,both,2026-03-20
Core Markets,Germany,20699,370.0,370.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20700,2654.306200000001,2654.306200000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20710,2794.2776600000007,2794.2776600000007,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20714,390.0,390.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20724,606.38436,606.38436,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20725,1584.91399,1584.91399,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20731,24044.800500000005,24044.800500000005,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20736,1239.40818,1239.40818,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20743,110.0,110.0,498.0,14,1,1,both,2026-03-20
Core Markets,Germany,20744,1273.1737700000003,1273.1737700000003,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20745,4312.792290000001,4312.792290000001,140.79,7,1,1,both,2026-03-20
Core Markets,Germany,20746,1007.3214,1007.3214,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20750,591.94326,591.94326,268.64,6,1,1,both,2026-03-20
Core Markets,Germany,20759,765.4020300000001,765.4020300000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20762,20.0,20.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20765,1711.2916900000005,1711.2916900000005,1197.29,58,1,1,both,2026-03-20
Core Markets,Germany,20767,1998.92478,1998.92478,1471.3899999999999,13,1,1,both,2026-03-20
Core Markets,Germany,20768,3496.7354400000004,3496.7354400000004,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20772,15357.080870000003,15357.080870000003,-10881.39,16,1,1,both,2026-03-20
Core Markets,Germany,20774,260.0,260.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20776,140.0,140.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20778,2902.92822,2902.92822,2628.46,48,1,1,both,2026-03-20
Core Markets,Germany,20781,935.03662,935.03662,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20788,20.0,20.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20791,983.70878,983.70878,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20794,0.0,0.0,0.0,4,0,0,actual_only,2026-03-20
Core Markets,Germany,20798,260.0,260.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20799,20.0,20.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20808,27134.15775,27134.15775,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20811,806.6854400000002,806.6854400000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20814,594.1151600000002,594.1151600000002,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20823,50.0,50.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20825,1089.1637,1089.1637,692.02,10,1,1,both,2026-03-20
Core Markets,Germany,20828,1672.08472,1672.08472,1438.95,28,1,1,both,2026-03-20
Core Markets,Germany,20830,3880.029720000001,3880.029720000001,2528.07,39,1,1,both,2026-03-20
Core Markets,Germany,20840,30.0,30.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20845,300.0,300.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20847,50.0,50.0,358.53999999999996,18,1,1,both,2026-03-20
Core Markets,Germany,20848,9106.63172,9106.63172,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20850,220.0,220.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20851,400.0,400.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20857,1089.8902299999995,1089.8902299999995,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20861,100.0,100.0,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20866,474.4295,474.4295,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20872,809.6576400000001,809.6576400000001,0.0,0,1,0,budget_only,2026-03-20
Core Markets,Germany,20874,170.0,170.0,0.0,0,1,0,budget_only,2026-03-20
