market_group,region,customer_code,budget_native,budget_eur_compare,actual_native,actual_eur_compare,actual_rows,has_budget,has_actual,match_status,actual_cutoff_date
Export,Export - Other ROW,10058,0.0,0.0,4152.83,4152.83,31,0,1,actual_only,2026-03-25
Export,Export - Other ROW,10067,0.0,0.0,8056.34,8056.340000000001,244,0,1,actual_only,2026-03-25
Export,Export - Other ROW,35952,0.0,0.0,0.0,0.0,1,0,0,actual_only,2026-03-25
Export,International,20022,0.0,0.0,1583.76,1583.7600000000002,44,0,1,actual_only,2026-03-25
Export,International,20070,0.0,0.0,4596.86,4596.860000000003,56,0,1,actual_only,2026-03-25
Export,International,20129,0.0,0.0,2570.66,2570.66,46,0,1,actual_only,2026-03-25
Export,International,20130,0.0,0.0,709.04,709.0399999999998,20,0,1,actual_only,2026-03-25
Export,International,20142,0.0,0.0,6443.32,6443.320000000004,94,0,1,actual_only,2026-03-25
Export,International,20188,0.0,0.0,449.04,449.04,16,0,1,actual_only,2026-03-25
Export,International,20201,0.0,0.0,530.7,530.7,14,0,1,actual_only,2026-03-25
Export,International,20245,0.0,0.0,12808.72,12808.720000000003,126,0,1,actual_only,2026-03-25
Export,International,20276,0.0,0.0,-12.399999999999999,-12.4,12,0,1,actual_only,2026-03-25
Export,International,20295,0.0,0.0,1242.8400000000001,1242.8400000000001,12,0,1,actual_only,2026-03-25
Export,International,20309,0.0,0.0,1551.94,1551.94,36,0,1,actual_only,2026-03-25
Export,International,20317,0.0,0.0,2165.26,2165.2599999999998,56,0,1,actual_only,2026-03-25
Export,International,20331,0.0,0.0,1278.3,1278.3000000000002,28,0,1,actual_only,2026-03-25
Export,International,20345,0.0,0.0,6991.84,6991.840000000002,86,0,1,actual_only,2026-03-25
Export,International,20346,0.0,0.0,2031.84,2031.8399999999995,68,0,1,actual_only,2026-03-25
Export,International,20371,0.0,0.0,704.0600000000001,704.0600000000001,16,0,1,actual_only,2026-03-25
Export,International,20434,0.0,0.0,5833.0,5833.0,96,0,1,actual_only,2026-03-25
Export,International,20509,0.0,0.0,2475.42,2475.42,30,0,1,actual_only,2026-03-25
Export,International,20570,0.0,0.0,919.94,919.9399999999998,42,0,1,actual_only,2026-03-25
Export,International,20573,0.0,0.0,1021.26,1021.26,32,0,1,actual_only,2026-03-25
Export,International,20601,0.0,0.0,19234.02,19234.019999999997,170,0,1,actual_only,2026-03-25
Export,International,20613,0.0,0.0,4580.14,4580.139999999999,110,0,1,actual_only,2026-03-25
Export,International,20615,0.0,0.0,4719.18,4719.1799999999985,52,0,1,actual_only,2026-03-25
Export,International,20619,0.0,0.0,554.18,554.1800000000001,14,0,1,actual_only,2026-03-25
Export,International,20646,0.0,0.0,1264.02,1264.02,28,0,1,actual_only,2026-03-25
Export,International,20679,0.0,0.0,3001.6,3001.600000000001,44,0,1,actual_only,2026-03-25
Export,International,20710,0.0,0.0,1897.22,1897.2200000000003,32,0,1,actual_only,2026-03-25
Export,International,20731,0.0,0.0,-37134.52,-37134.52,4,0,1,actual_only,2026-03-25
Export,International,20808,0.0,0.0,91108.78,91108.78000000001,252,0,1,actual_only,2026-03-25
Export,International,20811,0.0,0.0,1807.52,1807.5199999999995,28,0,1,actual_only,2026-03-25
Export,International,20848,0.0,0.0,-2333.0000000000005,-2332.999999999992,178,0,1,actual_only,2026-03-25
Export,International,20866,0.0,0.0,0.0,0.0,2,0,0,actual_only,2026-03-25
Export,International,20874,0.0,0.0,1193.66,1193.6599999999999,32,0,1,actual_only,2026-03-25
Export,International,20906,0.0,0.0,93.86,93.86,2,0,1,actual_only,2026-03-25
Export,International,20912,0.0,0.0,4222.88,4222.879999999999,90,0,1,actual_only,2026-03-25
Export,International,20917,0.0,0.0,3054.4,3054.4,42,0,1,actual_only,2026-03-25
Export,International,20925,0.0,0.0,788.62,788.6200000000001,26,0,1,actual_only,2026-03-25
Export,International,20929,0.0,0.0,80.04,80.04,2,0,1,actual_only,2026-03-25
Export,International,20940,0.0,0.0,7944.4,7944.4,98,0,1,actual_only,2026-03-25
Export,International,20952,0.0,0.0,68.08,68.08,2,0,1,actual_only,2026-03-25
Export,International,20964,0.0,0.0,1929.18,1929.1799999999998,64,0,1,actual_only,2026-03-25
Export,International,20966,0.0,0.0,1982.1,1982.1000000000006,60,0,1,actual_only,2026-03-25
Export,International,20997,0.0,0.0,3997.88,3997.880000000001,114,0,1,actual_only,2026-03-25
Export,International,29000,0.0,0.0,723.6800000000001,723.6800000000001,18,0,1,actual_only,2026-03-25
Export,International,29001,0.0,0.0,421.48,421.48,10,0,1,actual_only,2026-03-25
UK,Global eTailers,51175,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
UK,Global eTailers,51176,2500.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Interco,51202,0.0,0.0,0.0,0,120,0,0,actual_only,2026-03-25
UK,Retail,51101,10620.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Retail,51172,3600.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Retail,51183,180.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
UK,Spa,-26,4000.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51184,1800.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51185,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51186,180.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51187,360.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51189,3150.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51191,630.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51192,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51194,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,51196,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53000,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
UK,Spa,53014,1350.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53015,630.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53016,180.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53017,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
UK,Spa,53018,1350.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53019,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53020,3600.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,Spa,53021,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
UK,UK,51101,0.0,0.0,9456.67,0,21,0,1,actual_only,2026-03-25
UK,UK,51157,0.0,0.0,0.0,0,6,0,0,actual_only,2026-03-25
UK,UK,51172,0.0,0.0,2093.04,0,12,0,1,actual_only,2026-03-25
UK,UK,51184,0.0,0.0,531.4300000000001,0,7,0,1,actual_only,2026-03-25
UK,UK,51185,0.0,0.0,238.01999999999998,0,4,0,1,actual_only,2026-03-25
UK,UK,51189,0.0,0.0,2262.83,0,35,0,1,actual_only,2026-03-25
UK,UK,51191,0.0,0.0,189.98,0,5,0,1,actual_only,2026-03-25
UK,UK,51194,0.0,0.0,449.81,0,8,0,1,actual_only,2026-03-25
UK,UK,51195,0.0,0.0,717.61,0,4,0,1,actual_only,2026-03-25
UK,UK,51197,0.0,0.0,367.68,0,1,0,1,actual_only,2026-03-25
UK,UK,53014,0.0,0.0,1875.29,0,20,0,1,actual_only,2026-03-25
UK,UK,53018,0.0,0.0,647.76,0,14,0,1,actual_only,2026-03-25
UK,UK,53019,0.0,0.0,244.66,0,5,0,1,actual_only,2026-03-25
UK,UK,53020,0.0,0.0,643.42,0,6,0,1,actual_only,2026-03-25
UK,UK,59100,0.0,0.0,13477.13,0,117,0,1,actual_only,2026-03-25
UK,UK,59200,0.0,0.0,608.97,0,4,0,1,actual_only,2026-03-25
USA,Central,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Central,-26,5000.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25039,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Central,25044,2520.0,0.0,844.98,0,8,1,1,both,2026-03-25
USA,Central,25050,1080.0,0.0,1139.3400000000001,0,27,1,1,both,2026-03-25
USA,Central,25054,2700.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25056,4500.0,0.0,1456.79,0,13,1,1,both,2026-03-25
USA,Central,25060,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25068,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25071,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25073,1800.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Central,25074,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Interco,25007,0.0,0.0,0.0,0,128,0,0,actual_only,2026-03-25
USA,Northeast,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Northeast,-26,5000.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Northeast,25001,2700.0,0.0,573.67,0,12,1,1,both,2026-03-25
USA,Northeast,25037,540.0,0.0,156.47,0,3,1,1,both,2026-03-25
USA,Northeast,25045,540.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Northeast,25049,1800.0,0.0,996.06,0,13,1,1,both,2026-03-25
USA,Northeast,25061,630.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Northeast,25062,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Northeast,25070,2250.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Other,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Other,25035,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Other,25042,6300.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Other,25075,1800.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Southeast,-26,5000.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25002,2430.0,0.0,4006.52,0,14,1,1,both,2026-03-25
USA,Southeast,25008,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Southeast,25010,4050.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25016,450.0,0.0,243.2,0,3,1,1,both,2026-03-25
USA,Southeast,25024,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,Southeast,25026,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25029,450.0,0.0,622.98,0,6,1,1,both,2026-03-25
USA,Southeast,25040,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25042,0.0,0.0,12248.02,0,39,0,1,actual_only,2026-03-25
USA,Southeast,25043,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25047,3150.0,0.0,3563.5099999999998,0,14,1,1,both,2026-03-25
USA,Southeast,25055,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25063,900.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25069,90.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,Southeast,25076,1080.0,0.0,1773.9,0,12,1,1,both,2026-03-25
USA,USA,10036,0.0,0.0,39893.4,39893.4,27,0,1,actual_only,2026-03-25
USA,USA,30712,0.0,0.0,0.0,0.0,2,0,0,actual_only,2026-03-25
USA,USA,40000,0.0,0.0,46779.01,0,604,0,1,actual_only,2026-03-25
USA,USA,41000,0.0,0.0,3838.83,0,17,0,1,actual_only,2026-03-25
USA,West,-25,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,-26,5000.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25000,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25004,540.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25012,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25015,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25027,10800.0,0.0,2602.24,0,21,1,1,both,2026-03-25
USA,West,25032,4500.0,0.0,4356.85,0,25,1,1,both,2026-03-25
USA,West,25036,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25038,1170.0,0.0,1315.24,0,9,1,1,both,2026-03-25
USA,West,25046,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25052,0.0,0.0,0.0,,0,0,0,actual_only,2026-03-25
USA,West,25053,180.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25058,360.0,0.0,229.5,0,3,1,1,both,2026-03-25
USA,West,25059,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25064,0.0,0.0,380.58000000000004,0,4,0,1,actual_only,2026-03-25
USA,West,25065,450.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25066,2700.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
USA,West,25067,2700.0,0.0,1058.03,0,37,1,1,both,2026-03-25
USA,West,25072,1080.0,0.0,0.0,,0,1,0,budget_only,2026-03-25
,,10070,0.0,0.0,0.0,0.0,30,0,0,actual_only,2026-03-25
,,23123,0.0,0.0,6265.1,6265.1,54,0,1,actual_only,2026-03-25
